City Code,Site ID,Sample Date,"Sample 
Time 24 hr
hh:mm","Prior 24 hr
Rainfall  inches","Prior 72 hr
Rainfall  inches",Est. Tide Height     feet,Flow Rate,Outflow > expected   No=1 Yes=2,Air Temp  °C,Water Temp   °C,"Dissolved Oxygen
mg/l",pH,"Conductivity
(SPC)
uS/cm",Salinity ppt,"Turbidity
NTU",E. Coli,"Duplicate E. coli 
cfu/100ml",Enterococcus,Duplicate Enterococcus cfu/100ml,Color,Odor,Visual,Comments,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Little Squalicum Creek,03-13-24,12:17,0.30,,1.9,,,,,,,,,,150,,1150,,,,,"all bacteria samples for each outfall from same sample bottle; double-sided R card; above resampling threshold for enterococcu but not e. coli; this a bacteria resample following the intial March 11, 2024 sampling ",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Little Squalicum Creek,04-08-24,11:00,0.06,,0.8,Moderate,1,9.0,9.3,13.8,6.73,304.7,0.15,,50,,200,,0,0,1,visual: leaf litter; using YSI#4 - seems imprecise,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-03-21,,,2.30,,Present,1,8.9,9.4,11.5,7.38,179.4,0.08,9,940,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-16-21,,,0.14,,Present,1,9.4,8.9,12.29,8.19,247.3,0.12,9,460,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-16-21,,,0.14,,Present,1,9.4,8.8,11.11,8,250.3,0.12,9,340,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,04-15-21,,,0.00,,Present,1,20.0,10.8,,7.31,255.1,0.12,9,2000,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,05-11-21,,,0.01,,Present,1,17.3,12.9,,8.02,198,0.12,9,120,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,06-08-21,,,0.13,,Present,1,22.1,14.5,10.18,7.45,270.7,0.13,9,60,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,07-06-21,,,0.00,,Present,1,22.2,17.6,9.71,7.76,254,0.12,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,08-11-21,,,0.16,,Present,1,22.3,19.2,10.11,7.3,263.6,0.13,9,100,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,09-07-21,,,0.18,,Present,1,22.8,17.9,10.34,7.7,265,0.13,9,240,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,10-04-21,,,0.53,,Present,1,14.2,15.9,9.65,8.05,213.4,0.1,9,300,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,11-01-21,,,0.00,,Present,1,7.2,12.8,10.41,7.9,231.5,0.11,9,120,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,12-01-21,,,1.36,,Present,1,13.9,11.7,12.03,7.15,95.7,0.04,9,800,,,,0,0,0,Sampling done after 3 atmospheric rivers (Nov had 13.5 in rain). Turbidity may be off due to non-natural light (sampled in the dark),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,01-13-22,,,0.64,,Present,1,5.5,9.3,11.79,7.6,225,0.11,9,80,,,,0,0,0,Odor: whiff of sulfur,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-24-22,,,0.10,,Present,1,3.0,7.9,11.99,8.11,454.4,0.22,9,180,,,,0,0,0,Snowed last night,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-24-22,,,0.22,,Present,1,15.2,9.8,12.7,7.48,204.7,0.1,9,160,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,04-18-22,,,0.00,,Present,1,13.7,10.5,11.08,7.39,232.4,0.11,9,80,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,05-18-22,,,0.75,,Present,1,12.2,11.9,10.74,7.8,205.1,0.1,9,120,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,06-15-22,,,0.10,,Present,1,19.1,14.2,10.24,7.66,213.8,0.1,9,580,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,07-26-22,,,0.00,,Present,1,23.1,18.0,10.01,7.59,260.7,0.12,9,660,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,08-25-22,,,0.00,,Present,2,23.5,20.9,9.16,7.82,140.5,0.07,240,140,,,,2,0,0,"Color: brown, turning water in Bay brown; Illicit discharge into Bay- high volumes of water compared to usual",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,09-07-22,,,0.00,,Present,1,15.5,17.6,6.55,7.71,309.5,0.15,9,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,10-04-22,,,0.00,,Present,1,13.0,15.9,9.82,8.29,256.7,0.12,9,400,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,11-07-22,,,1.78,,Present,1,1.1,12.0,10.56,8.13,196.1,0.09,9,700,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,12-05-22,,,0.02,,Present,1,5.8,9.0,12,8.25,234,0.11,9,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,01-03-23,,,0.09,,Present,1,4.8,9.1,11.9,7.73,234.6,0.11,9,80,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-15-23,,,0.12,,Present,1,6.7,8.5,12.9,7.56,231.6,0.11,9,153,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-14-23,,,0.39,,Present,1,10.0,8.7,12.88,6.69,211.6,0.1,9,300,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,04-11-23,,,0.20,,Present,1,10.0,9.9,,7.81,220.9,0.11,9,580,,50,,0,0,0,DO Probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,05-09-23,,,0.04,,Present,1,13.0,12.2,,7.88,239.7,0.11,9,100,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,06-06-23,,,0.00,,Present,1,21.1,15.1,,7.36,259.4,0.12,9,300,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,07-18-23,,,0.00,,Present,1,22.5,17.7,9.45,8.3,221.4,0.11,0,250,,,,0,0,0,New DO Probe and Turbidity meter,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,08-01-23,,,0.00,,Present,1,20.6,17.7,9.61,8.25,255.9,0.12,0,16,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,09-27-23,10:45,,0.37,0.5,Moderate,,16.5,16.3,7.74,7.95,224.7,0.11,0,,,1615,,0,0,0,bact volume = 20 ml; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,09-27-23,10:50,,0.37,0.5,Moderate,,15.4,16.2,7.78,7.98,224.1,0.11,0.5,,,2210,,0,0,0,bact volume = 20 ml; duplicate-; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,10-25-23,9:37,1.70,,0.9,Moderate,1,5.5,13.1,11.44,7.86,208.8,0.1,5.38,,,1130,,0,1,0,odor:warm metallic;  2-sided rcard ecoli failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,11-20-23,7:12,0.00,,-0.4,Moderate,1,6.0,11.3,11.23,8,229.7,0.11,0.13,255,275,170,110,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,11-20-23,7:17,0.00,,-0.4,Moderate,1,6.6,11.2,11.22,8,229.3,0.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,01-19-24,18:51,1.94,,0.2,Moderate,1,5.2,5.5,13.18,6.78,0,0,7.33,580,,25,,1,0,1,yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-29-24,12:35,0.48,,1.6,High,1,7.9,9.0,12.12,7.77,190.2,0.09,4.28,350,150,300,350,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-29-24,14:40,0.48,,1.6,High,1,7.8,9.0,11.65,7.73,189.8,0.09,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,04-21-22,,,0.06,,Present,1,13.2,9.0,12.2,7.77,288.4,0.14,9,200,,,,1,0,1,Color: yellow; Visual: ??,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,05-12-22,,,0.00,,Present,1,13.5,11.0,11.32,6.82,166.4,0.08,9,520,,,,1,0,0,color: yellow; Huge blue bacteria colony on petri dish,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,06-16-22,,,0.02,,Present,1,16.1,15.0,9.39,7.5,198,0.09,9,1280,,,,1,0,1,Color: yellow; Visual: foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,07-27-22,,,0.00,,Present,1,20.1,19.3,10.49,7.47,958,0.47,9,260,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,08-15-22,,,0.00,,Present,1,23.3,19.0,10.31,7.79,788,0.39,9,520,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,09-06-22,,,0.00,,Present,1,14.6,14.7,7.85,7.17,3476,1.84,9,200,,,,0,0,0,Began using R-cards for E. coli sampling,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,10-04-22,,,0.00,,Present,1,13.0,12.8,9.8,7.69,2328,1.2,9,100,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,11-07-22,,,1.78,,Present,1,1.1,7.1,11.88,8.33,307.9,0.15,9,1000,,,,1,0,0,Color: Yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,12-05-22,,,0.02,,Present,1,5.6,3.5,13.85,8.45,233.8,0.11,9,120,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,01-03-23,,,0.09,,Present,1,4.8,5.0,12.5,8.1,158.1,0.08,9,190,,,,1,0,0,color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,01-03-23,,,0.09,,Present,1,4.8,4.9,13.21,7.89,159.7,0.08,9,120,,,,1,0,0,color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,02-15-23,,,0.12,,Present,1,6.7,5.3,14.07,7.48,183.7,0.09,9,21,,,,1,0,1,Color: yellow; Visual: foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,03-15-23,,,0.40,,Present,1,9.0,7.1,13.63,7.16,195.9,0.09,9,100,,,,1,0,0,Color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,04-11-23,,,0.20,,Present,1,10.0,8.9,13.04,8.2,189.8,0.09,9,120,,15,,1,0,0,Color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,05-12-23,,,0.00,,Present,1,21.0,15.4,,7.35,231.2,0.11,9,110,,,,1,0,1,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,06-06-23,,,0.00,,Present,1,21.1,14.0,,7.48,2505,1.3,9,620,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,07-19-23,,,0.00,,Present,1,22.2,18.6,9.04,7.85,2806,1.46,2.04,515,,,,1,0,0,color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,08-02-23,,,0.00,,Present,1,21.6,17.9,8.91,7.72,3983,2.12,1.33,470,,,,1,0,0,color:yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,09-27-23,9:45,,0.37,0.5,Present,,16.3,13.3,8.4,7.51,867,0.43,0,,,175,,1,0,1,color - yellow; visual - foam; bact volume = 20 ml; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,10-26-23,8:45,0.00,,1.6,Present,1,6.1,6.2,10.83,7.85,339.1,0.16,2.5,,,340,,1,0,0,color:yellow; 2-sided rcard ecoli failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,10-26-23,9:14,0.00,,1.6,Present,1,4.0,6.9,11.1,7.83,392.6,0.19,0.52,,,1024,,1,0,0,color:yellow; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,11-22-23,17:10,0.21,,,High,1,14.8,8.5,10.3,7.87,251.9,0.12,5.86,115,45,990,600,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,12-13-23,19:37,0.07,,1.9,High,1,8.7,7.0,9.18,6.9,,0.07,6.06,20,30,25,50,1,0,0,yelow; negative control (6 count) 30 cfu/100ml,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,12-13-23,19:37,0.07,,,High,1,8.7,7.0,9.19,7.25,,0.07,8.35,,,,,1,0,0,yellow; negative control (6 count) 30 cfu/100ml,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,01-08-24,18:41,0.40,,1.5,High,1,9.9,5.3,9.63,5.89,130.4,0.06,30.6,150,,360,,3,0,0,"brown and murky from high water; surface of the creek looked quite gray in the light from the flashlights, and in the bucket you could see quite a bit of soil/dirt suspended",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,01-08-24,18:52,0.40,,1.5,High,1,9.9,5.6,9.8,7.04,123.3,0.06,31.1,210,,600,,3,0,0,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,02-07-24,18:40,0.02,,-1.9,Moderate,1,10.4,6.2,13.27,6.54,191.6,0.09,0,40,,5,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Padden Creek,03-18-24,18:20,0.00,,0.5,Moderate,1,16.6,9.4,13.1,6.94,160.3,0.08,0,0,0,50,0,1,1,0,"grey color, rotten egg odor",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,02-03-21,11:30,,2.30,,Present,1,8.9,5.2,13.4,7.95,104.9,0.05,24,20,,,,3,0,1,Color - brown: Visual - foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-16-21,,,0.14,,Present,1,9.4,5.8,9.57,7.64,204.2,0.1,9,20,,,,1,0,1,color - yellow; visual - foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,04-15-21,,,0.00,,Present,1,20.0,10.2,,7.25,233.2,0.11,9,20,,,,1,0,2,Color - yellow; Visual - foam; DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,05-11-21,,,0.01,,Present,1,17.3,15.0,,7.51,284.8,0.14,9,20,,,,0,0,1,Visual - foam; DO Probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,06-08-21,,,0.13,,Present,1,22.1,15.7,10.63,7.3,375.5,0.18,9,280,,,,0,0,1,Visual: foam - white,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,07-06-21,,,0.00,,Present,1,22.2,17.7,12.1,7.77,1130,0.56,9,280,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,08-11-21,,,0.16,,Present,1,22.3,17.9,7.7,6.84,7005,3.87,9,160,,,,0,0,0,There was a lot of aquatic veg,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,09-07-21,,,0.18,,Present,1,22.8,14.2,9.84,7.53,4184,2.24,9,180,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,10-04-21,,,0.53,,Present,1,14.2,13.8,10.65,7.28,273.4,0.17,9,40,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,11-01-21,,,0.00,,Present,1,7.2,6.4,12.26,7.83,199,0.09,9,300,,,,1,0,1,"Color: Yellow, Visual: Foam",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,12-01-21,,,1.36,,Present,1,13.9,10.8,11.82,7.04,96.4,0.04,17,1000,,,,2,0,0,Color: yellow; Water recently over the road. Large wood in waterway; Sampling done after 3 atmospheric rivers (Nov had 13.5 in rain); Turbidity may be off due to non-natural light (sampled in the dark),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,01-13-22,,,0.64,,Present,1,5.5,6.8,14.13,8.63,126.2,0.06,15,220,,,,1,0,0,Color: yellow (likely tannins),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,02-24-22,,,0.10,,Present,1,3.0,3.0,15.84,8.09,242.9,0.12,9,20,,,,1,0,0,Color - yellow tint; Snowed the previous night,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-24-22,,,0.22,,Present,1,15.2,8.1,13.18,7.76,146.9,0.07,9,40,,,,1,0,1,Color: yellow hue; Visual: foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,04-21-22,,,0.06,,Present,1,13.2,8.6,12.17,7.58,337.7,0.16,9,60,,,,2,0,1,Color: yellow; visual: foam; Bacteria - cultured for only 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,05-12-22,,,0.00,,Present,1,13.5,11.0,11.2,6.42,200.3,0.1,9,580,,,,2,0,0,Color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,06-16-22,,,0.02,,Present,1,16.1,13.8,10.18,7.6,209.4,0.1,9,1260,,,,2,0,1,Color: yellow; Visual: foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,07-27-22,,,0.00,,Present,1,20.1,18.2,10.48,7.55,1433,0.72,13,3840,,,,1,0,0,Color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,08-15-22,,,0.00,,Present,1,23.3,18.1,12.3,8.37,1274,0.64,9,580,,,,1,0,0,Color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,09-06-22,,,0.00,,Present,1,14.6,13.6,8.12,8.72,2033,1.9,9,100,,,,0,0,0,Began using R-cards for E. coli sampling,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,10-04-22,,,0.00,,Present,1,13.0,12.8,8.53,7.35,3598,1.91,9,0,,,,0,0,0,Fish Carcass in the stream,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,11-07-22,,,1.78,,Present,1,1.1,6.1,12.45,8.01,200.1,0.09,9,1700,,,,1,0,0,Color: Yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,12-05-22,,,0.02,,Present,1,5.8,2.7,13.85,7.87,284.5,0.13,9,148,,,,1,0,1,"Color - yellow, Visual - Foam",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,01-03-23,,,0.09,,Present,1,4.8,4.2,13.24,7.56,174.9,0.08,9,70,,,,1,0,1,color: yellow; visual: foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,02-15-23,,,0.12,,Present,1,6.7,4.8,14.11,7.33,192,0.09,9,,,,,1,0,1,Color: yellow; Visual: foam; Messed up the bacteria sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-15-23,,,0.40,,Present,1,9.0,7.7,14.87,7.17,184.3,0.09,9,100,,,,1,0,1,"color: yellow, Visual: foam",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,04-12-23,,,0.21,,Present,1,8.0,9.9,13.08,7.73,192.8,0.09,9,65,,,,1,0,1,"Color: yellow, Visual: foam",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,05-12-23,,,0.00,,Present,1,21.0,16.4,,7.48,309.7,0.15,9,55,,,,1,0,1,"Color: yellow, Visual: foam. DO probe not working",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,06-06-23,,,0.00,,Present,1,21.1,17.9,,7.21,1793,0.91,9,195,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,07-19-23,,,0.00,,Present,1,22.6,17.4,9.38,8.23,1783,0.91,8.36,45,,,,1,0,0,color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,08-02-23,,,0.00,,Present,1,19.0,17.3,8.95,7.48,3422,1.81,4.42,100,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,09-25-23,9:38,,0.41,-0.7,Moderate,1,15.4,14.4,7.75,7.42,255.2,0.12,4.84,210,,4122,,1,0,0,"color - yellow
bact volume = 20 ml
particulates in water and unkown orange mass in river
bact - counted one square for entero and extrapolated",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,10-11-23,9:10,0.19,,2.1,Trickle,1,13.2,12.5,8.68,7.35,1039,0.52,2.37,,,725,,1,0,1,visual: particles;  2-sided rcard ecoli failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,11-07-23,5:55,0.45,,2.0,Moderate,1,14.3,10.5,9.99,6.85,173.6,0.08,1.59,,,355,,,0,,"color = yellowy brown; visual = some leaves, double sided R card, double-sided R cards showing no e coli growth after 24 hours (E coli = 0 cfu/100 ml)",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,11-07-23,5:55,0.45,,2.0,Moderate,,,,,,,,,445,,,,,,,one-sided e coli R card (same water sample as double sided card above),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,11-07-23,6:23,0.45,,2.0,Moderate,1,9.7,10.3,10.56,7.31,177.8,0.06,0.53,,,360,,,0,,Duplicate YSIT; color = yellowy brown; visual = some leaves; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,12-07-23,20:50,0.46,,2.0,High,1,4.8,6.7,12,7.48,122,0.06,59,120,,270,,2,0,2,"color: brownish; visual: leaf litter, muddy; 24 hour rainfall not available on Weather Underground. Used VisualCrossing.com; Squalicum and Whatcom Creek are above resampling thresholds for freshwater creeks",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,12-07-23,22:26,0.46,,2.0,High,1,5.5,6.5,12.15,7.38,122.5,0.06,60.9,90,,380,,2,0,2,color: brownish; 24 hour rainfall not available on Weather Underground. Used VisualCrossing.com; Squalicum and Whatcom Creek are above resampling thresholds for freshwater creeks,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,01-05-24,19:28,0.07,,1.3,Moderate,1,7.1,8.5,12.52,7.44,167.7,0.08,23.8,40,,10,,1,1,1,"visual: foam; 24 hr rainfall from NOAA Weather Radio Blane ""Bellingham Airport Climate Summary"". Rainfall totals from 5 pm Jan 4th to 5 pm Jan 5th; While sampling at Squalicum Creek, the YSI started displaying unusual readings. Temperature (air temp) ranged from + 5 C to -3.5 C. This went on for a few minutes. Also the display would show ""????"" (question marks) in all the other fields. At one point the unit shut itself off. After restarting, it seemed to work normally. ",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,02-01-24,16:30,0.23,,2.3,High,1,11.0,8.2,13.21,7.49,166.2,0.08,13.25,5,,20,,2,0,2,color: yellow; visual: foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,02-01-24,16:50,0.23,,2.3,High,1,10.2,8.5,12.08,7.5,163.5,0.08,13.69,0,,10,,2,0,2,color: yellow; visual: foam; duplicate,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-11-24,13:49,0.07,,2.1,Moderate,1,10.1,6.8,13.89,7.62,174.4,0.08,8.8,0,,300,,2,0,1,"visual: some foam; both bacteria sample from sample bottle collected;  double sided R cards couldn't contain 2 ml, was too much for these cards; results are above enterococcus resample threshold but not the e. coli resample threshold ",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-11-24,13:49,0.07,,2.1,,,,,,,,,,0,,350,,,,,"both bacteria sample from sample bottle collected; double sided R cards couldn't contain 2 ml, was too much for these cards; results are above enterococcus resample threshold but not the e. coli resample threshold",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-13-24,12:47,0.30,,1.9,Moderate,1,7.2,4.4,,,,,,50,,200,,1,0,1,"color:yellow-brown; visual: foam; all bacteria samples for each outfall from same sample bottle; single-sided R cards; above resampling threshold for enterococcu but not e. coli; this a bacteria resample following the intial March 11, 2024 sampling ",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-13-24,12:47,0.30,,1.9,,,,,,,,,,100,,350,,,,,"all bacteria samples for each outfall from same sample bottle; single-sided R cards: above resampling threshold for enterococcu but not e. coli; this a bacteria resample following the intial March 11, 2024 sampling ",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,03-13-24,12:47,0.30,,1.9,,,,,,,,,,0,,400,,,,,"all bacteria samples for each outfall from same sample bottle; double-sided R card; above resampling threshold for enterococcu but not e. coli; this a bacteria resample following the intial March 11, 2024 sampling ",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Squalicum Creek,04-08-24,11:38,0.06,,0.8,Moderate,1,10.0,9.1,13,7.55,191.8,0.09,,50,,1500,,2,0,1,"visual: bubbles, foam; using YSI#4 - seems imprecise",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Taylor Dock at Ladder,09-27-23,10:30,,0.37,0.5,None,,,,,,,,,,,15,,,,,bact volume = 20 ml; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Whatcom Creek,02-03-21,11:45,,2.30,,Present,1,8.9,6.2,13.02,7.75,95.1,0.04,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Whatcom Creek,03-16-21,,,0.14,,Present,1,9.4,6.6,14.8,7.72,15724,9.13,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Whatcom Creek,04-15-21,,,0.00,,Present,1,20.0,10.4,,7.95,8472,4.73,9,20,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Whatcom Creek,05-11-21,,,0.01,,Present,1,17.3,14.3,,8.14,197.1,0.09,9,20,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Whatcom Creek,06-08-21,,,0.13,,Present,1,22.1,15.5,11.55,7.69,228,0.11,9,40,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Whatcom Creek,07-06-21,,,0.00,,Present,1,22.2,19.1,9.7,7.8,202.5,0.1,9,200,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
